logtime,beam_current,beam_energy,integrated_current,integrated_colmn2.5Gev
2019-05-22 00:13:40.0,108.83,2499.8567,5093.943,3376.0605
2019-05-22 00:13:50.0,108.86,2499.8623,5093.943,3376.0608
2019-05-22 00:14:00.0,108.86,2499.8633,5093.9434,3376.061
2019-05-22 00:14:10.0,108.83,2499.8645,5093.944,3376.0613
2019-05-22 00:14:20.0,108.87,2499.8645,5093.944,3376.0618
2019-05-22 00:14:30.0,108.81,2499.858,5093.9443,3376.062
2019-05-22 00:14:40.0,108.86,2499.8638,5093.945,3376.0623
2019-05-22 00:14:50.0,108.83,2499.8604,5093.945,3376.0625
2019-05-22 00:15:00.0,108.83,2499.869,5093.9453,3376.063
2019-05-22 00:15:10.0,108.81,2499.853,5093.9453,3376.0632
2019-05-22 00:15:20.0,108.81,2499.8528,5093.946,3376.0635
2019-05-22 00:15:30.0,108.78,2499.8682,5093.9463,3376.0637
2019-05-22 00:15:40.0,108.81,2499.858,5093.9463,3376.064
2019-05-22 00:15:50.0,108.78,2499.8704,5093.947,3376.0645
2019-05-22 00:16:00.0,108.78,2499.8604,5093.9473,3376.0647
2019-05-22 00:16:10.0,108.78,2499.869,5093.9473,3376.065
2019-05-22 00:16:20.0,108.77,2499.871,5093.9478,3376.0652
2019-05-22 00:16:30.0,108.75,2499.8594,5093.9478,3376.0657
2019-05-22 00:16:40.0,108.75,2499.8594,5093.948,3376.066
2019-05-22 00:16:50.0,108.75,2499.8662,5093.9487,3376.0662
2019-05-22 00:17:00.0,108.74,2499.8748,5093.9487,3376.0664
2019-05-22 00:17:10.0,108.74,2499.8674,5093.949,3376.067
2019-05-22 00:17:20.0,108.71,2499.8557,5093.949,3376.0671
2019-05-22 00:17:30.0,108.72,2499.8494,5093.9497,3376.0674
2019-05-22 00:17:40.0,108.72,2499.866,5093.95,3376.0676
2019-05-22 00:17:50.0,108.71,2499.8506,5093.95,3376.068
2019-05-22 00:18:00.0,108.71,2499.866,5093.9507,3376.0684
2019-05-22 00:18:10.0,108.69,2499.871,5093.951,3376.0686
2019-05-22 00:18:20.0,108.67,2499.8594,5093.951,3376.0688
2019-05-22 00:18:30.0,108.69,2499.8428,5093.9517,3376.069
2019-05-22 00:18:40.0,108.67,2499.8567,5093.9517,3376.0696
2019-05-22 00:18:50.0,108.66,2499.863,5093.952,3376.0698
2019-05-22 00:19:00.0,108.67,2499.8647,5093.9526,3376.07
2019-05-22 00:19:10.0,108.64,2499.8428,5093.9526,3376.0703
2019-05-22 00:19:20.0,108.66,2499.8582,5093.953,3376.0708
2019-05-22 00:19:30.0,108.64,2499.852,5093.9536,3376.071
2019-05-22 00:19:40.0,108.66,2499.8477,5093.9536,3376.0713
2019-05-22 00:19:50.0,108.64,2499.8662,5093.954,3376.0715
2019-05-22 00:20:00.0,108.64,2499.8484,5093.954,3376.072
2019-05-22 00:20:10.0,108.63,2499.8623,5093.9546,3376.0723
2019-05-22 00:20:20.0,108.6,2499.8545,5093.955,3376.0725
2019-05-22 00:20:30.0,108.61,2499.8557,5093.955,3376.0728
2019-05-22 00:20:40.0,108.64,2499.8564,5093.9556,3376.0732
2019-05-22 00:20:50.0,108.6,2499.8645,5093.9556,3376.0735
2019-05-22 00:21:00.0,108.58,2499.8682,5093.956,3376.0737
2019-05-22 00:21:10.0,108.58,2499.8552,5093.9565,3376.074
2019-05-22 00:21:20.0,108.6,2499.863,5093.9565,3376.0745
2019-05-22 00:21:30.0,108.6,2499.8696,5093.957,3376.0747
2019-05-22 00:21:40.0,108.58,2499.8662,5093.9575,3376.075
2019-05-22 00:21:50.0,108.57,2499.8572,5093.9575,3376.0752
2019-05-22 00:22:00.0,108.57,2499.858,5093.958,3376.0754
2019-05-22 00:22:10.0,108.55,2499.8572,5093.958,3376.076
2019-05-22 00:22:20.0,108.55,2499.8645,5093.9585,3376.0762
2019-05-22 00:22:30.0,108.54,2499.8718,5093.959,3376.0764
2019-05-22 00:22:40.0,108.55,2499.8508,5093.959,3376.0767
2019-05-22 00:22:50.0,108.52,2499.8545,5093.9595,3376.0771
2019-05-22 00:23:00.0,108.54,2499.856,5093.9595,3376.0774
2019-05-22 00:23:10.0,108.52,2499.842,5093.96,3376.0776
2019-05-22 00:23:20.0,108.51,2499.849,5093.9604,3376.078
2019-05-22 00:23:30.0,108.51,2499.8572,5093.9604,3376.0784
2019-05-22 00:23:40.0,108.51,2499.855,5093.961,3376.0786
2019-05-22 00:23:50.0,108.49,2499.8655,5093.9614,3376.0789
2019-05-22 00:24:00.0,108.48,2499.8752,5093.9614,3376.079
2019-05-22 00:24:10.0,108.51,2499.8586,5093.962,3376.0796
2019-05-22 00:24:20.0,108.49,2499.859,5093.962,3376.0798
2019-05-22 00:24:30.0,108.51,2499.8508,5093.9624,3376.08
2019-05-22 00:24:40.0,108.48,2499.855,5093.963,3376.0803
2019-05-22 00:24:50.0,108.48,2499.859,5093.963,3376.0806
2019-05-22 00:25:00.0,108.48,2499.8528,5093.9634,3376.081
2019-05-22 00:25:10.0,108.45,2499.8604,5093.964,3376.0813
2019-05-22 00:25:20.0,108.46,2499.8574,5093.964,3376.0815
2019-05-22 00:25:30.0,108.45,2499.8655,5093.9644,3376.0818
2019-05-22 00:25:40.0,108.45,2499.874,5093.9644,3376.0823
2019-05-22 00:25:50.0,108.45,2499.8582,5093.965,3376.0825
2019-05-22 00:26:00.0,108.45,2499.8464,5093.9653,3376.0828
2019-05-22 00:26:10.0,108.42,2499.8428,5093.9653,3376.083
2019-05-22 00:26:20.0,108.42,2499.8633,5093.966,3376.0835
2019-05-22 00:26:30.0,108.42,2499.8486,5093.966,3376.0837
2019-05-22 00:26:40.0,108.38,2499.8652,5093.9663,3376.084
2019-05-22 00:26:50.0,108.37,2499.8506,5093.967,3376.0842
2019-05-22 00:27:00.0,108.42,2499.8677,5093.967,3376.0845
2019-05-22 00:27:10.0,108.38,2499.8608,5093.9673,3376.085
2019-05-22 00:27:20.0,108.4,2499.8616,5093.968,3376.0852
2019-05-22 00:27:30.0,108.4,2499.8718,5093.968,3376.0854
2019-05-22 00:27:40.0,108.35,2499.8674,5093.9683,3376.0857
2019-05-22 00:27:50.0,108.38,2499.8608,5093.9683,3376.0862
2019-05-22 00:28:00.0,108.37,2499.855,5093.9688,3376.0864
2019-05-22 00:28:10.0,108.38,2499.859,5093.969,3376.0867
2019-05-22 00:28:20.0,108.37,2499.8552,5093.969,3376.087
2019-05-22 00:28:30.0,108.35,2499.866,5093.9697,3376.0874
2019-05-22 00:28:40.0,108.37,2499.855,5093.9697,3376.0876
2019-05-22 00:28:50.0,108.34,2499.8557,5093.97,3376.088
2019-05-22 00:29:00.0,108.34,2499.8604,5093.9707,3376.0881
2019-05-22 00:29:10.0,108.34,2499.8508,5093.9707,3376.0886
2019-05-22 00:29:20.0,108.32,2499.8604,5093.971,3376.0889
2019-05-22 00:29:30.0,108.31,2499.8557,5093.9717,3376.089
2019-05-22 00:29:40.0,108.32,2499.8682,5093.9717,3376.0894
2019-05-22 00:29:50.0,108.31,2499.8652,5093.972,3376.0896
2019-05-22 00:30:00.0,108.31,2499.8472,5093.972,3376.09
2019-05-22 00:30:10.0,108.29,2499.8552,5093.9727,3376.0903
2019-05-22 00:30:20.0,108.28,2499.8608,5093.973,3376.0906
2019-05-22 00:30:30.0,108.29,2499.8567,5093.973,3376.0908
2019-05-22 00:30:40.0,108.25,2499.858,5093.9736,3376.0913
2019-05-22 00:30:50.0,108.28,2499.8655,5093.9736,3376.0916
2019-05-22 00:31:00.0,108.26,2499.8726,5093.974,3376.0918
2019-05-22 00:31:10.0,108.25,2499.8552,5093.9746,3376.092
2019-05-22 00:31:20.0,108.28,2499.8596,5093.9746,3376.0925
2019-05-22 00:31:30.0,108.25,2499.852,5093.975,3376.0928
2019-05-22 00:31:40.0,108.25,2499.869,5093.9756,3376.093
2019-05-22 00:31:50.0,108.25,2499.8594,5093.9756,3376.0933
2019-05-22 00:32:00.0,108.23,2499.867,5093.976,3376.0935
2019-05-22 00:32:10.0,108.23,2499.8682,5093.976,3376.094
2019-05-22 00:32:20.0,108.23,2499.8718,5093.9766,3376.0942
2019-05-22 00:32:30.0,108.23,2499.8696,5093.977,3376.0945
2019-05-22 00:32:40.0,108.23,2499.8652,5093.977,3376.0947
2019-05-22 00:32:50.0,108.22,2499.8513,5093.9775,3376.0952
2019-05-22 00:33:00.0,108.2,2499.8506,5093.9775,3376.0955
2019-05-22 00:33:10.0,108.22,2499.8542,5093.978,3376.0957
2019-05-22 00:33:20.0,108.2,2499.8516,5093.9785,3376.096
2019-05-22 00:33:30.0,108.2,2499.8608,5093.9785,3376.0964
2019-05-22 00:33:40.0,108.19,2499.8682,5093.979,3376.0967
2019-05-22 00:33:50.0,108.17,2499.869,5093.9795,3376.097
2019-05-22 00:34:00.0,108.17,2499.8618,5093.9795,3376.0972
2019-05-22 00:34:10.0,108.17,2499.8633,5093.98,3376.0974
2019-05-22 00:34:20.0,108.17,2499.8633,5093.98,3376.098
2019-05-22 00:34:30.0,108.17,2499.8499,5093.9805,3376.0981
2019-05-22 00:34:40.0,108.16,2499.8516,5093.981,3376.0984
2019-05-22 00:34:50.0,108.16,2499.8513,5093.981,3376.0986
2019-05-22 00:35:00.0,108.14,2499.8682,5093.9814,3376.099
2019-05-22 00:35:10.0,108.16,2499.859,5093.9814,3376.0994
2019-05-22 00:35:20.0,108.13,2499.8582,5093.982,3376.0996
2019-05-22 00:35:30.0,108.16,2499.8826,5093.9824,3376.0999
2019-05-22 00:35:40.0,108.14,2499.8608,5093.9824,3376.1003
2019-05-22 00:35:50.0,108.13,2499.871,5093.983,3376.1006
2019-05-22 00:36:00.0,108.13,2499.8682,5093.9834,3376.1008
2019-05-22 00:36:10.0,108.13,2499.8528,5093.9834,3376.101
2019-05-22 00:36:20.0,108.13,2499.8748,5093.984,3376.1013
2019-05-22 00:36:30.0,108.13,2499.88,5093.984,3376.1018
2019-05-22 00:36:40.0,108.11,2499.859,5093.9844,3376.102
2019-05-22 00:36:50.0,108.08,2499.8652,5093.985,3376.1023
2019-05-22 00:37:00.0,108.09,2499.869,5093.985,3376.1025
2019-05-22 00:37:10.0,108.09,2499.8638,5093.9854,3376.103
2019-05-22 00:37:20.0,108.09,2499.8574,5093.9854,3376.1033
2019-05-22 00:37:30.0,108.05,2499.863,5093.986,3376.1035
2019-05-22 00:37:40.0,108.05,2499.8494,5093.9863,3376.1038
2019-05-22 00:37:50.0,108.03,2499.8645,5093.9863,3376.1042
2019-05-22 00:38:00.0,108.05,2499.848,5093.987,3376.1045
2019-05-22 00:38:10.0,108.05,2499.8513,5093.9873,3376.1047
2019-05-22 00:38:20.0,108.03,2499.866,5093.9873,3376.105
2019-05-22 00:38:30.0,108.03,2499.8704,5093.988,3376.1052
2019-05-22 00:38:40.0,108.03,2499.8545,5093.988,3376.1057
2019-05-22 00:38:50.0,108.0,2499.8696,5093.9883,3376.106
2019-05-22 00:39:00.0,108.05,2499.858,5093.989,3376.1062
2019-05-22 00:39:10.0,108.0,2499.8696,5093.989,3376.1064
2019-05-22 00:39:20.0,107.99,2499.8652,5093.9893,3376.107
2019-05-22 00:39:30.0,108.0,2499.853,5093.9893,3376.1072
2019-05-22 00:39:40.0,107.99,2499.8677,5093.9897,3376.1074
2019-05-22 00:39:50.0,108.0,2499.8623,5093.99,3376.1077
2019-05-22 00:40:00.0,107.97,2499.874,5093.99,3376.108
2019-05-22 00:40:10.0,107.99,2499.8494,5093.9907,3376.1084
2019-05-22 00:40:20.0,107.97,2499.852,5093.991,3376.1086
2019-05-22 00:40:30.0,107.99,2499.8586,5093.991,3376.109
2019-05-22 00:40:40.0,107.96,2499.8662,5093.9917,3376.1091
2019-05-22 00:40:50.0,107.96,2499.869,5093.9917,3376.1096
2019-05-22 00:41:00.0,107.96,2499.8662,5093.992,3376.1099
2019-05-22 00:41:10.0,107.94,2499.864,5093.9927,3376.11
2019-05-22 00:41:20.0,107.94,2499.8682,5093.9927,3376.1104
2019-05-22 00:41:30.0,107.96,2499.8633,5093.993,3376.1108
2019-05-22 00:41:40.0,107.94,2499.8428,5093.993,3376.111
2019-05-22 00:41:50.0,107.94,2499.849,5093.9937,3376.1113
2019-05-22 00:42:00.0,107.94,2499.8596,5093.994,3376.1116
2019-05-22 00:42:10.0,107.94,2499.866,5093.994,3376.1118
2019-05-22 00:42:20.0,107.93,2499.8574,5093.9946,3376.1123
2019-05-22 00:42:30.0,107.93,2499.8792,5093.995,3376.1125
2019-05-22 00:42:40.0,107.91,2499.8535,5093.995,3376.1128
2019-05-22 00:42:50.0,107.91,2499.871,5093.9956,3376.113
2019-05-22 00:43:00.0,107.9,2499.8596,5093.9956,3376.1135
2019-05-22 00:43:10.0,107.9,2499.849,5093.996,3376.1138
2019-05-22 00:43:20.0,107.91,2499.859,5093.9966,3376.114
2019-05-22 00:43:30.0,107.88,2499.876,5093.9966,3376.1143
2019-05-22 00:43:40.0,107.9,2499.8513,5093.997,3376.1147
2019-05-22 00:43:50.0,107.88,2499.8574,5093.997,3376.115
2019-05-22 00:44:00.0,107.9,2499.876,5093.9976,3376.1152
2019-05-22 00:44:10.0,107.85,2499.853,5093.998,3376.1155
2019-05-22 00:44:20.0,107.91,2499.8567,5093.998,3376.1157
2019-05-22 00:44:30.0,107.87,2499.8682,5093.9985,3376.1162
2019-05-22 00:44:40.0,107.87,2499.8645,5093.999,3376.1165
2019-05-22 00:44:50.0,107.84,2499.8506,5093.999,3376.1167
2019-05-22 00:45:00.0,107.84,2499.8813,5093.9995,3376.117
2019-05-22 00:45:10.0,107.85,2499.8618,5093.9995,3376.1174
2019-05-22 00:45:20.0,107.84,2499.8696,5094.0,3376.1177
2019-05-22 00:45:30.0,107.84,2499.869,5094.0005,3376.118
2019-05-22 00:45:40.0,107.85,2499.859,5094.0005,3376.1182
2019-05-22 00:45:50.0,107.82,2499.8638,5094.001,3376.1184
2019-05-22 00:46:00.0,107.8,2499.8618,5094.001,3376.119
2019-05-22 00:46:10.0,107.79,2499.8616,5094.0015,3376.1191
2019-05-22 00:46:20.0,107.8,2499.8752,5094.002,3376.1194
2019-05-22 00:46:30.0,107.79,2499.874,5094.002,3376.1196
2019-05-22 00:46:40.0,107.77,2499.8645,5094.0024,3376.12
2019-05-22 00:46:50.0,107.77,2499.8718,5094.0024,3376.1204
2019-05-22 00:47:00.0,107.76,2499.8655,5094.003,3376.1206
2019-05-22 00:47:10.0,107.77,2499.863,5094.0034,3376.1208
2019-05-22 00:47:20.0,107.74,2499.8618,5094.0034,3376.1213
2019-05-22 00:47:30.0,107.74,2499.8582,5094.004,3376.1216
2019-05-22 00:47:40.0,107.74,2499.867,5094.0044,3376.1218
2019-05-22 00:47:50.0,107.74,2499.8528,5094.0044,3376.122
2019-05-22 00:48:00.0,107.73,2499.8662,5094.005,3376.1223
2019-05-22 00:48:10.0,107.73,2499.8652,5094.005,3376.1228
2019-05-22 00:48:20.0,107.74,2499.8662,5094.0054,3376.123
2019-05-22 00:48:30.0,107.71,2499.8596,5094.006,3376.1233
2019-05-22 00:48:40.0,107.73,2499.8557,5094.006,3376.1235
2019-05-22 00:48:50.0,107.71,2499.8486,5094.0063,3376.124
2019-05-22 00:49:00.0,107.7,2499.8574,5094.0063,3376.1243
2019-05-22 00:49:10.0,107.67,2499.871,5094.007,3376.1245
2019-05-22 00:49:20.0,107.68,2499.8647,5094.0073,3376.1248
2019-05-22 00:49:30.0,107.65,2499.859,5094.0073,3376.125
2019-05-22 00:49:40.0,107.67,2499.869,5094.008,3376.1255
2019-05-22 00:49:50.0,107.65,2499.863,5094.0083,3376.1257
2019-05-22 00:50:00.0,107.67,2499.864,5094.0083,3376.126
2019-05-22 00:50:10.0,107.67,2499.869,5094.009,3376.1262
2019-05-22 00:50:20.0,107.64,2499.8638,5094.009,3376.1267
2019-05-22 00:50:30.0,107.64,2499.8652,5094.0093,3376.127
2019-05-22 00:50:40.0,107.67,2499.8608,5094.01,3376.1272
2019-05-22 00:50:50.0,107.62,2499.8704,5094.01,3376.1274
2019-05-22 00:51:00.0,107.67,2499.8623,5094.0103,3376.1277
2019-05-22 00:51:10.0,107.67,2499.871,5094.0103,3376.1282
2019-05-22 00:51:20.0,107.65,2499.8594,5094.0107,3376.1284
2019-05-22 00:51:30.0,107.64,2499.8638,5094.011,3376.1287
2019-05-22 00:51:40.0,107.62,2499.8674,5094.011,3376.129
2019-05-22 00:51:50.0,107.64,2499.8535,5094.0117,3376.1294
2019-05-22 00:52:00.0,107.59,2499.8752,5094.0117,3376.1296
2019-05-22 00:52:10.0,107.59,2499.869,5094.012,3376.13
2019-05-22 00:52:20.0,107.59,2499.867,5094.0127,3376.1301
2019-05-22 00:52:30.0,107.61,2499.8618,5094.0127,3376.1304
2019-05-22 00:52:40.0,107.56,2499.869,5094.013,3376.1309
2019-05-22 00:52:50.0,107.58,2499.8457,5094.0137,3376.131
2019-05-22 00:53:00.0,107.55,2499.8616,5094.0137,3376.1313
2019-05-22 00:53:10.0,107.56,2499.869,5094.014,3376.1316
2019-05-22 00:53:20.0,107.56,2499.8557,5094.014,3376.132
2019-05-22 00:53:30.0,107.55,2499.8696,5094.0146,3376.1323
2019-05-22 00:53:40.0,107.56,2499.8726,5094.015,3376.1326
2019-05-22 00:53:50.0,107.53,2499.8618,5094.015,3376.1328
2019-05-22 00:54:00.0,107.55,2499.863,5094.0156,3376.133
2019-05-22 00:54:10.0,107.52,2499.866,5094.0156,3376.1335
2019-05-22 00:54:20.0,107.55,2499.8572,5094.016,3376.1338
2019-05-22 00:54:30.0,107.52,2499.8655,5094.0166,3376.134
2019-05-22 00:54:40.0,107.52,2499.871,5094.0166,3376.1343
2019-05-22 00:54:50.0,107.53,2499.8625,5094.017,3376.1348
2019-05-22 00:55:00.0,107.52,2499.8645,5094.017,3376.135
2019-05-22 00:55:10.0,107.48,2499.8682,5094.0176,3376.1353
2019-05-22 00:55:20.0,107.48,2499.8616,5094.018,3376.1355
2019-05-22 00:55:30.0,107.5,2499.859,5094.018,3376.136
2019-05-22 00:55:40.0,107.48,2499.8586,5094.0186,3376.1362
2019-05-22 00:55:50.0,107.48,2499.856,5094.019,3376.1365
2019-05-22 00:56:00.0,107.47,2499.864,5094.019,3376.1367
2019-05-22 00:56:10.0,107.48,2499.8645,5094.0195,3376.137
2019-05-22 00:56:20.0,107.47,2499.8552,5094.0195,3376.1375
2019-05-22 00:56:30.0,107.48,2499.8755,5094.02,3376.1377
2019-05-22 00:56:40.0,107.45,2499.8633,5094.0205,3376.138
2019-05-22 00:56:50.0,107.45,2499.8645,5094.0205,3376.1382
2019-05-22 00:57:00.0,107.45,2499.855,5094.021,3376.1387
2019-05-22 00:57:10.0,107.44,2499.8567,5094.021,3376.139
2019-05-22 00:57:20.0,107.45,2499.8528,5094.0215,3376.1392
2019-05-22 00:57:30.0,107.44,2499.8704,5094.022,3376.1394
2019-05-22 00:57:40.0,107.42,2499.8718,5094.022,3376.1396
2019-05-22 00:57:50.0,107.42,2499.8542,5094.0225,3376.1401
2019-05-22 00:58:00.0,107.42,2499.853,5094.0225,3376.1404
2019-05-22 00:58:10.0,107.39,2499.8596,5094.023,3376.1406
2019-05-22 00:58:20.0,107.42,2499.8623,5094.0234,3376.1409
2019-05-22 00:58:30.0,107.39,2499.867,5094.0234,3376.1414
2019-05-22 00:58:40.0,107.39,2499.8748,5094.024,3376.1416
2019-05-22 00:58:50.0,107.39,2499.8618,5094.0244,3376.1418
2019-05-22 00:59:00.0,107.42,2499.8633,5094.0244,3376.142
2019-05-22 00:59:10.0,107.39,2499.8594,5094.025,3376.1423
2019-05-22 00:59:20.0,107.39,2499.8726,5094.025,3376.1428
2019-05-22 00:59:30.0,107.39,2499.8535,5094.0254,3376.143
2019-05-22 00:59:40.0,107.36,2499.8574,5094.026,3376.1433
2019-05-22 00:59:50.0,107.36,2499.8604,5094.026,3376.1436
2019-05-22 01:00:00.0,107.38,2499.8638,5094.0264,3376.144
2019-05-22 01:00:10.0,107.38,2499.871,5094.0264,3376.1443
2019-05-22 01:00:20.0,107.38,2499.8608,5094.027,3376.1445
2019-05-22 01:00:30.0,107.33,2499.8594,5094.0273,3376.1448
2019-05-22 01:00:40.0,107.35,2499.855,5094.0273,3376.145
2019-05-22 01:00:50.0,107.32,2499.8647,5094.028,3376.1455
2019-05-22 01:01:00.0,107.32,2499.8567,5094.028,3376.1458
2019-05-22 01:01:10.0,107.3,2499.8572,5094.0283,3376.146
2019-05-22 01:01:20.0,107.3,2499.8762,5094.029,3376.1462
2019-05-22 01:01:30.0,107.3,2499.8557,5094.029,3376.1465
2019-05-22 01:01:40.0,107.29,2499.855,5094.0293,3376.147
2019-05-22 01:01:50.0,107.29,2499.8748,5094.03,3376.1472
2019-05-22 01:02:00.0,107.29,2499.8733,5094.03,3376.1475
2019-05-22 01:02:10.0,107.29,2499.8726,5094.0303,3376.1477
2019-05-22 01:02:20.0,107.27,2499.8625,5094.0303,3376.1482
2019-05-22 01:02:30.0,107.26,2499.8516,5094.031,3376.1484
2019-05-22 01:02:40.0,107.27,2499.8625,5094.0312,3376.1487
2019-05-22 01:02:50.0,107.26,2499.8557,5094.0312,3376.149
2019-05-22 01:03:00.0,107.24,2499.8586,5094.0317,3376.1492
2019-05-22 01:03:10.0,107.26,2499.8682,5094.0317,3376.1497
2019-05-22 01:03:20.0,107.24,2499.8696,5094.032,3376.15
2019-05-22 01:03:30.0,107.23,2499.8572,5094.0327,3376.1501
2019-05-22 01:03:40.0,107.24,2499.8574,5094.0327,3376.1504
2019-05-22 01:03:50.0,107.24,2499.859,5094.033,3376.151
2019-05-22 01:04:00.0,107.23,2499.8464,5094.033,3376.1511
2019-05-22 01:04:10.0,107.23,2499.8625,5094.0337,3376.1514
2019-05-22 01:04:20.0,107.21,2499.8696,5094.034,3376.1516
