logtime,beam_current,beam_energy,integrated_current,integrated_colmn2.5Gev
2019-05-22 01:12:00.0,106.98,2499.8528,5094.048,3376.1653
2019-05-22 01:13:00.0,106.97,2499.8574,5094.0493,3376.1672
2019-05-22 01:14:00.0,106.95,2499.8582,5094.0513,3376.169
2019-05-22 01:15:00.0,106.92,2499.8623,5094.053,3376.1707
2019-05-22 01:16:00.0,106.89,2499.8618,5094.0547,3376.1724
2019-05-22 01:17:00.0,106.83,2499.867,5094.0566,3376.1743
2019-05-22 01:18:00.0,106.8,2499.8638,5094.0586,3376.176
2019-05-22 01:19:00.0,106.75,2499.8516,5094.06,3376.1777
2019-05-22 01:20:00.0,106.72,2499.8594,5094.062,3376.1797
2019-05-22 01:21:00.0,106.68,2499.849,5094.064,3376.1814
2019-05-22 01:22:00.0,106.66,2499.8516,5094.0654,3376.183
2019-05-22 01:23:00.0,106.63,2499.852,5094.0674,3376.1848
2019-05-22 01:24:00.0,106.6,2499.85,5094.069,3376.1868
2019-05-22 01:25:00.0,106.55,2499.858,5094.071,3376.1885
2019-05-22 01:26:00.0,106.55,2499.8616,5094.0728,3376.1902
2019-05-22 01:27:00.0,106.49,2499.8618,5094.074,3376.1921
2019-05-22 01:28:00.0,106.48,2499.869,5094.076,3376.1938
2019-05-22 01:29:00.0,106.46,2499.8696,5094.078,3376.1956
2019-05-22 01:30:00.0,106.42,2499.8486,5094.0796,3376.1973
2019-05-22 01:31:00.0,106.37,2499.8572,5094.0815,3376.1992
2019-05-22 01:32:00.0,106.36,2499.8618,5094.0835,3376.201
2019-05-22 01:33:00.0,106.29,2499.871,5094.085,3376.2026
2019-05-22 01:34:00.0,106.28,2499.8647,5094.087,3376.2043
2019-05-22 01:35:00.0,106.26,2499.8748,5094.0884,3376.2063
2019-05-22 01:36:00.0,106.22,2499.861,5094.0903,3376.208
2019-05-22 01:37:00.0,106.2,2499.856,5094.0923,3376.2097
2019-05-22 01:38:00.0,106.17,2499.8682,5094.0938,3376.2114
2019-05-22 01:39:00.0,106.17,2499.8616,5094.0957,3376.2134
2019-05-22 01:40:00.0,106.1,2499.855,5094.0977,3376.215
2019-05-22 01:41:00.0,106.05,2499.869,5094.099,3376.2168
2019-05-22 01:42:00.0,106.05,2499.8696,5094.101,3376.2185
2019-05-22 01:43:00.0,106.02,2499.869,5094.1025,3376.2205
2019-05-22 01:44:00.0,105.99,2499.8457,5094.1045,3376.2222
2019-05-22 01:45:00.0,105.97,2499.8552,5094.1064,3376.2239
2019-05-22 01:46:00.0,105.93,2499.8508,5094.108,3376.2256
2019-05-22 01:47:00.0,105.9,2499.8633,5094.11,3376.2275
2019-05-22 01:48:00.0,105.85,2499.8696,5094.1113,3376.2292
2019-05-22 01:49:00.0,105.82,2499.8567,5094.1133,3376.231
2019-05-22 01:50:00.0,105.81,2499.8696,5094.115,3376.2327
2019-05-22 01:51:00.0,105.76,2499.8616,5094.1167,3376.2344
2019-05-22 01:52:00.0,105.75,2499.8567,5094.1187,3376.2363
2019-05-22 01:53:00.0,105.71,2499.8696,5094.1206,3376.238
2019-05-22 01:54:00.0,105.68,2499.8647,5094.122,3376.2397
2019-05-22 01:55:00.0,105.67,2499.855,5094.124,3376.2415
2019-05-22 01:56:00.0,105.62,2499.8696,5094.1255,3376.2434
2019-05-22 01:57:00.0,105.58,2499.8655,5094.1274,3376.245
2019-05-22 01:58:00.0,105.53,2499.8652,5094.1294,3376.2468
2019-05-22 01:59:00.0,105.52,2499.861,5094.131,3376.2485
2019-05-22 02:00:00.0,105.49,2499.869,5094.133,3376.2502
2019-05-22 02:01:00.0,105.46,2499.8625,5094.1343,3376.2522
2019-05-22 02:02:00.0,105.42,2499.852,5094.136,3376.254
2019-05-22 02:03:00.0,105.38,2499.8748,5094.138,3376.2556
2019-05-22 02:04:00.0,105.35,2499.8623,5094.1396,3376.2573
2019-05-22 02:05:00.0,105.33,2499.8564,5094.1416,3376.259
2019-05-22 02:06:00.0,105.29,2499.8594,5094.143,3376.261
2019-05-22 02:07:00.0,105.27,2499.869,5094.145,3376.2627
2019-05-22 02:08:00.0,105.24,2499.8516,5094.147,3376.2644
2019-05-22 02:09:00.0,105.21,2499.8833,5094.1484,3376.266
2019-05-22 02:10:00.0,105.18,2499.8625,5094.1504,3376.2678
2019-05-22 02:11:00.0,105.13,2499.8625,5094.152,3376.2695
2019-05-22 02:12:00.0,105.09,2499.8674,5094.154,3376.2715
2019-05-22 02:13:00.0,105.07,2499.8564,5094.1553,3376.2732
2019-05-22 02:14:00.0,105.06,2499.8662,5094.157,3376.275
2019-05-22 02:15:00.0,105.03,2499.8733,5094.159,3376.2766
2019-05-22 02:16:00.0,105.01,2499.8552,5094.1606,3376.2783
2019-05-22 02:17:00.0,105.0,2499.8733,5094.1626,3376.2803
2019-05-22 02:18:00.0,104.95,2499.8457,5094.164,3376.282
2019-05-22 02:19:00.0,104.95,2499.8542,5094.166,3376.2837
2019-05-22 02:20:00.0,104.89,2499.8652,5094.168,3376.2854
2019-05-22 02:21:00.0,104.86,2499.866,5094.1694,3376.287
2019-05-22 02:22:00.0,104.83,2499.855,5094.1714,3376.2888
2019-05-22 02:23:00.0,104.8,2499.8486,5094.173,3376.2905
2019-05-22 02:24:00.0,104.75,2499.867,5094.175,3376.2925
2019-05-22 02:25:00.0,104.74,2499.8457,5094.1763,3376.2942
2019-05-22 02:26:00.0,104.71,2499.864,5094.178,3376.296
2019-05-22 02:27:00.0,104.66,2499.8618,5094.18,3376.2976
2019-05-22 02:28:00.0,104.63,2499.859,5094.1816,3376.2993
2019-05-22 02:29:00.0,104.59,2499.8655,5094.1836,3376.301
2019-05-22 02:30:00.0,104.59,2499.88,5094.185,3376.3027
2019-05-22 02:31:00.0,104.55,2499.855,5094.187,3376.3047
2019-05-22 02:32:00.0,104.51,2499.8647,5094.1885,3376.3064
2019-05-22 02:33:00.0,104.49,2499.856,5094.1904,3376.308
2019-05-22 02:34:00.0,104.45,2499.861,5094.1924,3376.3098
2019-05-22 02:35:00.0,104.45,2499.8704,5094.194,3376.3115
2019-05-22 02:36:00.0,104.4,2499.8572,5094.196,3376.3132
2019-05-22 02:37:00.0,104.36,2499.8574,5094.1973,3376.315
2019-05-22 02:38:00.0,104.34,2499.876,5094.199,3376.317
2019-05-22 02:39:00.0,104.3,2499.8682,5094.2007,3376.3186
2019-05-22 02:40:00.0,104.31,2499.8784,5094.2026,3376.3203
2019-05-22 02:41:00.0,104.26,2499.859,5094.2046,3376.322
2019-05-22 02:42:00.0,104.22,2499.864,5094.206,3376.3237
2019-05-22 02:43:00.0,104.22,2499.8696,5094.208,3376.3254
2019-05-22 02:44:00.0,104.17,2499.8596,5094.2095,3376.3271
2019-05-22 02:45:00.0,104.1,2499.856,5094.2114,3376.3289
2019-05-22 02:46:00.0,104.11,2499.8696,5094.213,3376.3306
2019-05-22 02:47:00.0,104.08,2499.8523,5094.215,3376.3325
2019-05-22 02:48:00.0,104.07,2499.8677,5094.2163,3376.3342
2019-05-22 02:49:00.0,104.04,2499.869,5094.2183,3376.336
2019-05-22 02:50:00.0,104.02,2499.8557,5094.22,3376.3376
2019-05-22 02:51:00.0,103.97,2499.8564,5094.2217,3376.3394
2019-05-22 02:52:00.0,103.94,2499.869,5094.2236,3376.341
2019-05-22 02:53:00.0,103.9,2499.8596,5094.225,3376.3428
2019-05-22 02:54:00.0,103.9,2499.8552,5094.227,3376.3445
